"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Q_RecaptchaScore","consent_q","attn_1","attn_2","AIPresent_Capability_1","AIPresent_Trust_1","AIPresent_Why","SelfPresent_Capabili_1","SelfPresent_Trust_1","SelfPresent_Why","AIAbsent_Capability_1","AIAbsent_Trust_1","AIAbsent_Why","SelfAbsent_Capabilit_1","SelfAbsent_Trust_1","Absent_Why","AIAdjacent_Capabilit_1","AIAdjacent_Trust_1","AIAdjacent_Why","SelfAdjacent_Capabil_1","SelfAdjacent_Trust_1","SelfAdjacent_Why","AIBaseline_Capabilit_1","AIBaseline_Trust_1","AIBaseline_Why1","SelfBaseline_Capabil_1","SelfBaseline_Trust_1","SelfBaseline_Why","comp_images","AI_Familiarity_1","Visual_Familiarity_1","gender","gender_5_TEXT","age","education","education_8_TEXT","income","FL_7_DO"
"2024-12-13 15:02:04","2024-12-13 15:08:11","0","100","366","1","2024-12-13 15:08:11","R_2ebfDatXXGTJcZW","anonymous","EN","1","1","1","2","","","","","","","","","","","","","70","40","I believe based on the information provided about what the AI would see that the AI can determine if someone is in the vicinity of the window. However, I am a little doubtful that this view will be able to detect that a person is looking through the window. Even more so it is almost impossible to determine that a person is looking through the window and not merely standing by the window. Moreover, it is quite possible to misinterpret an innocent glance based on this view and so cannot be trusted to be entirely accurate. ","","","","","","","","","","2","70","30","1","","70","5","","12","AI-BackgroundAdjacentCondition"
"2024-12-13 15:06:21","2024-12-13 15:08:15","0","100","114","1","2024-12-13 15:08:16","R_1ypFtt3uOM5eetK","anonymous","EN","1","1","1","2","","","","90","81","It shows someone looking through the window and outlines them well.","","","","","","","","","","","","","","","","","","","2","70","40","1","","48","3","","14","Self-BackgroundPresentCondition"
"2024-12-13 15:06:00","2024-12-13 15:08:15","0","100","135","1","2024-12-13 15:08:16","R_72fOCcIpU9HFZJ9","anonymous","EN","1","1","1","2","","","","","","","45","42","it is hard for me to discern whether the person is looking at the window or wall so I don't think the AI can interpret that easily","","","","","","","","","","","","","","","","2","61","38","2","","33","5","","10","AI-BackgroundAbsentCondition"
"2024-12-13 15:05:43","2024-12-13 15:08:25","0","100","161","1","2024-12-13 15:08:25","R_8Q4UfhfNcQPdkDF","anonymous","EN","1","1","1","2","","","","100","100","YES THERE IS A PERSON LOOKING IN A WINDOW TO BREAK IN","","","","","","","","","","","","","","","","","","","2","100","100","2","","54","1","","16","Self-BackgroundPresentCondition"
"2024-12-13 15:02:02","2024-12-13 15:08:25","0","100","382","1","2024-12-13 15:08:25","R_3jCgZyuI6ekZdL5","anonymous","EN","1","1","1","2","","","","","","","96","84","The grpahics indicated that the AI can see person in the window and if it is capable of seeing the person than they can see that person moving","","","","","","","","","","","","","","","","2","62","0","1","","54","4","","12","AI-BackgroundAbsentCondition"
"2024-12-13 15:07:28","2024-12-13 15:08:36","0","100","67","1","2024-12-13 15:08:36","R_5Npp4D1FELDgijv","anonymous","EN","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 15:04:44","2024-12-13 15:08:43","0","100","239","1","2024-12-13 15:08:44","R_1q9PKcrtko2KrJ8","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","100","100","The guy has a gun and is completely covered up and is a burglar","","","","","","","2","41","9","1","","50","1","","12","Self-BackgroundAdjacentCondition"
"2024-12-13 15:00:08","2024-12-13 15:08:49","0","100","521","1","2024-12-13 15:08:50","R_1e8S6dKFGkpeHAi","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","90","90","I certainly believe the camera AI can use its' body framing imagery technology to look at a human body angle and tell if someone is looking into a window to an almost absolute degree.","","","","2","100","95","1","","48","4","","10","AI-BaselineCondition"
"2024-12-13 15:08:45","2024-12-13 15:08:52","0","100","7","1","2024-12-13 15:08:53","R_62nd7HuZvxi8meN","anonymous","EN","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 15:06:40","2024-12-13 15:08:56","0","100","135","1","2024-12-13 15:08:57","R_12Gs9eSBvmUsGpn","anonymous","EN","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 15:04:39","2024-12-13 15:09:05","0","100","265","1","2024-12-13 15:09:05","R_3ExeHF6Sfi6EvPr","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","73","60","You can clearly see he is looking in based on the position of his eyes and his body. ","2","78","77","2","","26","3","","14","Self-BaselineCondition"
"2024-12-13 15:03:18","2024-12-13 15:09:07","0","100","348","1","2024-12-13 15:09:07","R_5PQWoLQwgZPbezb","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","95","86","I see a person dressed in black, which looks like a robber, peering into the window. I can interpret the persons behavior because of his gun and robbery outfit.","","","","","","","2","80","3","2","","40","8","Associate Degree","12","Self-BackgroundAdjacentCondition"
"2024-12-13 15:05:24","2024-12-13 15:09:10","0","100","226","1","2024-12-13 15:09:11","R_5UH9WlABFEgEbER","anonymous","EN","1","1","1","2","","","","","","","77","50","I would need to see more information and examples to be able to accurately gives and answer ","","","","","","","","","","","","","","","","2","89","89","1","","34","3","","12","AI-BackgroundAbsentCondition"
"2024-12-13 15:00:05","2024-12-13 15:09:13","0","100","548","1","2024-12-13 15:09:13","R_5lADoYhwb6Mk5JM","anonymous","EN","1","1","1","2","","","","","","","","","","70","60","It seems like there is a person at the window but we cannot be sure which way they are facing based on the image at hand. ","","","","","","","","","","","","","2","100","60","2","","20","3","","11","Self-BackgroundAbsentCondition"
"2024-12-13 14:54:48","2024-12-13 15:09:19","0","100","871","1","2024-12-13 15:09:20","R_34eegcdqk4IEB07","anonymous","EN","1","1","1","2","","","","","","","","","","0","0","I don't think that each box is clearly identified.  At first, I thought that the green box could be a person since it was the only box that had ""person"" in it.  However, the blue box has both ""window"" and ""wall"" in it.  The red box has nothing (no identifying word) in it.  It would have been easier to identify each box if the color of the box was color coded to what it was (green box was labelled in green lettering identifier word, red box was labelled in red lettering identifier word, blue box was labelled with blue lettering identifier word).  The person doesn't show in which direction the person is facing.","","","","","","","","","","","","","2","78","0","2","","54","4","","10","Self-BackgroundAbsentCondition"
"2024-12-13 15:04:16","2024-12-13 15:09:20","0","100","304","1","2024-12-13 15:09:20","R_3V8D0rkyJ01vaBr","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","100","83","There is clearly a person whose face is pushed against a window. The AI mostly has the locations in accurate positions.","","","","","","","2","76","28","2","","37","2","","12","Self-BackgroundAdjacentCondition"
"2024-12-13 15:09:03","2024-12-13 15:09:30","0","100","27","1","2024-12-13 15:09:31","R_5EWouXJhFpsBKQa","anonymous","EN","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 14:56:42","2024-12-13 15:09:31","0","100","768","1","2024-12-13 15:09:31","R_7uwiBMkqpTP6Kfz","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","89","61","it looks how it is from the ai image privede to me","2","42","30","2","","29","3","","12","Self-BaselineCondition"
"2024-12-13 15:04:55","2024-12-13 15:09:33","0","100","277","1","2024-12-13 15:09:33","R_6LiH9oKmHPluZ08","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","85","77","The image is clear, so it should be able to detect the person and window. Also, based on what the person is wearing and holding, it should be able to interpret the image.","","","","2","85","80","2","","29","4","","13","AI-BaselineCondition"
"2024-12-13 15:04:50","2024-12-13 15:09:38","0","100","288","1","2024-12-13 15:09:39","R_5FNLAuAM6l274vT","anonymous","EN","1","1","1","2","90","81","as in the picture above, certain items, like the window, may be at an odd angle to the camera, so odd that it might make its analysis incorrect.  but this won't happen all the time.","","","","","","","","","","","","","","","","","","","","","","2","70","11","1","","74","5","","9","AI-BackgroundPresentCondition"
"2024-12-13 15:04:44","2024-12-13 15:09:40","0","100","296","1","2024-12-13 15:09:41","R_38Sr50Sz083oDg5","anonymous","EN","1","1","1","2","100","33","The AI can detect that the person is looking into the window because they are facing it and holding up their hand like they would to black out light so they can see clearer. However, it cannot tell the behavior of what the person is intending. But it can make an educated guess","","","","","","","","","","","","","","","","","","","","","","2","71","0","1","","48","3","","12","AI-BackgroundPresentCondition"
"2024-12-13 15:01:47","2024-12-13 15:09:40","0","100","473","1","2024-12-13 15:09:41","R_6OElORn3PWd6GCl","anonymous","EN","1","1","1","2","","","","","","","","","","","","","90","75","I think that the AI will most likely be able to identify this person as a potential with malicious intent due to the fact that they are wearing dark clothing, attempting to conceal their identity, and are carrying a weapon.  It is for these reasons that I believe that an AI system can make a reasonalbe determination that the intentions of this individual are malicious in nature.","","","","","","","","","","2","95","95","1","","47","4","","11","AI-BackgroundAdjacentCondition"
"2024-12-13 15:05:28","2024-12-13 15:09:46","0","100","257","1","2024-12-13 15:09:46","R_3vInZZ1iVFkvrEd","anonymous","EN","1","1","1","2","","","","","","","","","","","","","78","50","My answers to the questions above come from uncertainty. We can see that the AI can detect the human and the objects, save a certain object that I think would be important to identify, but we have no reason to believe that the AI is capable of putting two and two together to recognize what the person is doing.","","","","","","","","","","2","81","0","2","","24","1","","14","AI-BackgroundAdjacentCondition"
"2024-12-13 15:08:46","2024-12-13 15:09:50","0","100","64","1","2024-12-13 15:09:50","R_5zo9Yv0VIUQRm01","anonymous","EN","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 15:08:10","2024-12-13 15:09:51","0","100","101","1","2024-12-13 15:09:52","R_6DwkTWw6IQ9o7Wq","anonymous","EN","1","1","1","2","","","","","","","71","66","There is an assumption by the AI not a definite answer","","","","","","","","","","","","","","","","2","47","70","2","","22","4","","10","AI-BackgroundAbsentCondition"
"2024-12-13 15:06:22","2024-12-13 15:09:53","0","100","211","1","2024-12-13 15:09:53","R_34OUD4GeFmY9vil","anonymous","EN","1","1","1","2","","","","","","","","","","","","","40","30","Just because it can recognize there is a person doesn't mean it can accurately assess what that person is doing.","","","","","","","","","","2","92","20","2","","41","4","","13","AI-BackgroundAdjacentCondition"
"2024-12-13 15:08:27","2024-12-13 15:10:05","0","100","97","1","2024-12-13 15:10:05","R_7vkVUqEDSCmFYNi","anonymous","EN","1","1","1","2","","","","100","100","the person has a mask and a gun and has the hand on top of their eyes to allow to look better inside the window","","","","","","","","","","","","","","","","","","","2","60","50","1","","44","4","","12","Self-BackgroundPresentCondition"
"2024-12-13 15:04:03","2024-12-13 15:10:08","0","100","365","1","2024-12-13 15:10:09","R_7TsJeQp24y26VIt","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","100","99","Looking at the window with a gun shows that he is a thief who wants to break into the house.","2","92","91","1","","32","4","","9","Self-BaselineCondition"
"2024-12-13 15:07:44","2024-12-13 15:10:11","0","100","147","1","2024-12-13 15:10:11","R_7PXoet7KLn2UoZI","anonymous","EN","1","1","1","2","","","","99","98","there is an individual in a mask who is trying to hide their identity and has a gun in one hand looking into a building window.","","","","","","","","","","","","","","","","","","","2","70","53","2","","62","5","","11","Self-BackgroundPresentCondition"
"2024-12-13 15:07:23","2024-12-13 15:10:27","0","100","183","1","2024-12-13 15:10:27","R_7CxT2DQAZAdLFAT","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","100","72","I'm positive it could recognize that the man is looking into a window. I'm more positive than not that it could decipher the man's intent.","","","","2","64","0","1","","44","3","","14","AI-BaselineCondition"
"2024-12-13 15:05:23","2024-12-13 15:10:28","0","100","304","1","2024-12-13 15:10:28","R_5l05DtrmKdlN7jQ","anonymous","EN","1","1","1","2","40","40","AI did not detect the person holding a gun. I also wonder if it is able to detect the arm in the window area or if it does not know what it is. So I'm not sure it can detect what behavior of the person is.","","","","","","","","","","","","","","","","","","","","","","2","70","30","2","","50","3","","12","AI-BackgroundPresentCondition"
"2024-12-13 15:07:23","2024-12-13 15:10:34","0","100","191","1","2024-12-13 15:10:35","R_13rRmhmO7qm9nc1","anonymous","EN","1","1","1","2","","","","","","","","","","","","","100","100","Its clear by the image that the AI surveillance system is detecting an intruder looking into the window","","","","","","","","","","2","100","100","2","","30","2","","13","AI-BackgroundAdjacentCondition"
"2024-12-13 15:04:56","2024-12-13 15:10:36","0","100","340","1","2024-12-13 15:10:37","R_5Evkno9Ced2Pi3o","anonymous","EN","1","1","1","2","","","","","","","","","","","","","70","30","I think it can somewhat tell if the person is looking into the window but not accurately. The boxes shows what and where the objects are but it cant really tell you if someone is looking into the window. The person could be standing by the windows without looking in but since we have a picture of this robber we can tell from pictures hes 100 percent looking into the windows. You cant tell if someone is 100 percent looking into the windows just by the display of boxes that the AI sees. ","","","","","","","","","","2","100","50","1","","26","1","","12","AI-BackgroundAdjacentCondition"
"2024-12-13 15:04:29","2024-12-13 15:10:38","0","100","368","1","2024-12-13 15:10:38","R_8p3TfKHSiD5n8lc","anonymous","EN","1","1","1","2","","","","","","","","","","10","25","I cannot see which direction the person represented by the box is the image is facing, so I am not confident that I can confirm if they are looking through the window or not. I trust the AI technology and it is quite logical that someone would look through a window, however, I cannot be sure without further information and context to confirm, so for both options I rated quite low. I think there is a better probably that I could interpret the behaviour of the person in the image, due to common knowledge/experience.","","","","","","","","","","","","","2","66","60","2","","29","4","","12","Self-BackgroundAbsentCondition"
"2024-12-13 15:07:20","2024-12-13 15:10:40","0","100","199","1","2024-12-13 15:10:40","R_1OxYM93c2CUMejW","anonymous","EN","1","1","1","2","100","50","I think the AI can determine that the person is looking in the window, but can't determine the behavior other than that, so might not determine that there is criminal intent.","","","","","","","","","","","","","","","","","","","","","","2","25","0","2","","72","5","","11","AI-BackgroundPresentCondition"
"2024-12-13 14:55:48","2024-12-13 15:10:49","0","100","900","1","2024-12-13 15:10:50","R_7c1Nbposlpxy0MR","anonymous","EN","1","1","1","2","","","","100","100","The person wearing a mask over their head is very clearly and evidently looking into the window I would interpret that as something bad and I would hope that the security system would pick up on that","","","","","","","","","","","","","","","","","","","2","69","88","2","","59","4","","10","Self-BackgroundPresentCondition"
"2024-12-13 15:06:42","2024-12-13 15:10:50","0","100","247","1","2024-12-13 15:10:50","R_6YtpYur9XIHNtxT","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","70","80","I can mostly tell that there is someone standing outside of the window, but not specifically that they are looking in.","","","","","","","2","70","30","1","","29","2","","13","Self-BackgroundAdjacentCondition"
"2024-12-13 15:09:56","2024-12-13 15:10:53","0","100","56","1","2024-12-13 15:10:53","R_134vFOLvVBXk6MT","anonymous","EN","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 15:06:13","2024-12-13 15:10:52","0","100","279","1","2024-12-13 15:10:53","R_7jfHif5y46toz4G","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","30","70","I think it may be unclear to the system that this person is looking into a window.  The window is barely visible.  But the person's gun is very visible, so based on that the system may be able to interpret behavior.","","","","2","70","0","1","","50","4","","12","AI-BaselineCondition"
"2024-12-13 15:08:58","2024-12-13 15:10:53","0","100","115","1","2024-12-13 15:10:53","R_5n3ptNvsgfZWwVs","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","100","100","100% suspicious activity by the suspect in the camera","2","80","100","1","","33","4","","10","Self-BaselineCondition"
"2024-12-13 15:07:18","2024-12-13 15:10:55","0","100","217","1","2024-12-13 15:10:55","R_5iaQiDT0m0dYDMo","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","100","100","I mean they're literally making the gesture to see through the window without glare and leaning in, super obvious.","2","90","40","1","","18","3","","14","Self-BaselineCondition"
"2024-12-13 14:56:00","2024-12-13 15:10:57","0","100","897","1","2024-12-13 15:10:58","R_30OmgHDPG5QFHv4","anonymous","EN","1","1","1","2","","","","","","","12","0","This technology is not nearly advanced enough to rely on for ""interpretation"" or even identification. People in Manatee County, Florida have been hit with $600,000 in fines for allegedly speeding in a school zones. This was due to an error from AI-powered RedSpeed cameras, but they'll never get their tickets forgiven, will they. You're rolling out a trendy service and cashing in with little thought as to the consequences.","","","","","","","","","","","","","","","","2","87","100","2","","37","3","","13","AI-BackgroundAbsentCondition"
"2024-12-13 15:10:11","2024-12-13 15:10:58","0","100","46","1","2024-12-13 15:10:58","R_3EX6uNP5561Prv3","anonymous","EN","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 15:06:35","2024-12-13 15:10:58","0","100","263","1","2024-12-13 15:10:58","R_7hzuqYgxWBtyNIU","anonymous","EN","1","1","1","2","90","86","The Ai knows where the person is, and it knows where the window is. I believe it is smart enough to know that when the two are close, and the person's head is towards the window, then the person is looking in or out of the window. ","","","","","","","","","","","","","","","","","","","","","","2","65","55","2","","21","3","","11","AI-BackgroundPresentCondition"
"2024-12-13 15:06:00","2024-12-13 15:11:00","0","100","299","1","2024-12-13 15:11:00","R_5fQah3Bol4V8KOq","anonymous","EN","1","1","1","2","","","","","","","","","","20","0","Absent any additional info I couldn't imagine interpreting it as a person looking into the window with any degree of certainty. In addition to the two dimensional aspect being impossible to parse in three dimensions, even if it were clear, I wouldn't know which way the person represented by the box was facing","","","","","","","","","","","","","2","61","0","1","","44","4","","10","Self-BackgroundAbsentCondition"
"2024-12-13 15:07:19","2024-12-13 15:11:07","0","100","228","1","2024-12-13 15:11:07","R_107HZa2iYg21HQR","anonymous","EN","1","1","1","2","","","","","","","100","0","The AI can detect an object and its relation, but not what the object is doing","","","","","","","","","","","","","","","","2","100","0","1","","40","4","","10","AI-BackgroundAbsentCondition"
"2024-12-13 15:04:00","2024-12-13 15:11:09","0","100","429","1","2024-12-13 15:11:09","R_1goNBphvu1WjOIp","anonymous","EN","1","1","1","2","","","","100","100","The person is dressed to disguise their identity and they are sneaking around looking in a window and they have a gun. I suspect they are going to commit a crime.","","","","","","","","","","","","","","","","","","","2","80","0","2","","71","1","","12","Self-BackgroundPresentCondition"
"2024-12-13 15:05:37","2024-12-13 15:11:11","0","100","333","1","2024-12-13 15:11:12","R_7x3qcUYOKKYF0m5","anonymous","EN","1","1","1","2","","","","","","","15","10","It is just as likely that the person is standing near the window, but not looking out of the window. Their back could be to the window, and they are looking at something inside the room.","","","","","","","","","","","","","","","","2","20","10","2","","44","5","","11","AI-BackgroundAbsentCondition"
"2024-12-13 15:07:42","2024-12-13 15:11:13","0","100","211","1","2024-12-13 15:11:14","R_1f3u4Rqa12Lka0i","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","97","81","Guy looks like a burglar about to break into a house. It is possible this is a scene from a movie or role-play where people are just acting the scenario out.","","","","","","","2","83","13","2","","32","6","","12","Self-BackgroundAdjacentCondition"
"2024-12-13 15:07:44","2024-12-13 15:11:22","0","100","217","1","2024-12-13 15:11:22","R_3SQAYaJL7OsepMZ","anonymous","EN","1","1","1","2","","","","","","","","","","50","60","The person overlays the window slightly. So maybe they are looking through it.","","","","","","","","","","","","","2","70","50","1","","31","1","","11","Self-BackgroundAbsentCondition"
"2024-12-13 15:07:18","2024-12-13 15:11:22","0","100","244","1","2024-12-13 15:11:23","R_834h54H7h2MFvN9","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","97","75","I am almost certain that he is looking into the window, but his vision may also be obstructed by the mask he is wearing. I somewhat agree that I can accurately interpret his behaviour because he seems to be committing a burglary ","2","66","49","2","","18","1","","13","Self-BaselineCondition"
"2024-12-13 15:09:25","2024-12-13 15:11:36","0","100","131","1","2024-12-13 15:11:37","R_61yJhaDUItlSLq6","anonymous","EN","1","1","1","2","90","40","It certainly has the potential ability to detect things like this but I don't know that it can be accurately do this every single time.","","","","","","","","","","","","","","","","","","","","","","2","70","50","2","","23","4","","11","AI-BackgroundPresentCondition"
"2024-12-13 15:11:10","2024-12-13 15:11:41","0","100","30","1","2024-12-13 15:11:41","R_3rp0PSUkVniO37L","anonymous","EN","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 15:07:52","2024-12-13 15:11:49","0","100","236","1","2024-12-13 15:11:49","R_6g2rn9F4N0O4bVe","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","100","100","Because I can see the person's gloved hand above the person's head so that they can see better into the window.","","","","","","","2","60","50","1","","52","1","","14","Self-BackgroundAdjacentCondition"
"2024-12-13 15:07:41","2024-12-13 15:11:50","0","100","248","1","2024-12-13 15:11:50","R_5hFsEFAejE5aDXK","anonymous","EN","1","1","1","2","","","","","","","76","23","It could be someone looking away from a window or just passing by one. I can't tell from just these boxes. ","","","","","","","","","","","","","","","","2","81","27","1","","46","4","","14","AI-BackgroundAbsentCondition"
"2024-12-13 15:05:22","2024-12-13 15:12:02","0","100","399","1","2024-12-13 15:12:03","R_5K1h7YOzgof98fb","anonymous","EN","0.8999999761581421","1","1","2","","","","","","","","","","","","","31","40","it would need more information about the objects. The air only sees shape not intentions .","","","","","","","","","","2","64","49","1","","55","2","","10","AI-BackgroundAdjacentCondition"
"2024-12-13 15:06:15","2024-12-13 15:12:11","0","100","356","1","2024-12-13 15:12:12","R_1pasqQ3cCiyKSgk","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","100","100","It is self explanatory that the Ai diagnose this correctly.","","","","2","100","0","2","","44","1","","10","AI-BaselineCondition"
"2024-12-13 15:07:51","2024-12-13 15:12:14","0","100","263","1","2024-12-13 15:12:15","R_72YM3zX4nsaQiBj","anonymous","EN","1","1","1","2","","","","92","90","it seems a pretty obvious image not open to a lot of interpretation","","","","","","","","","","","","","","","","","","","2","56","29","2","","41","4","","11","Self-BackgroundPresentCondition"
"2024-12-13 15:11:50","2024-12-13 15:12:19","0","100","28","1","2024-12-13 15:12:19","R_5sgNHAI5Y36AgBt","anonymous","EN","1","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 15:11:04","2024-12-13 15:12:21","0","100","76","1","2024-12-13 15:12:21","R_1qjTqk9YIRrokWo","anonymous","EN","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-12-13 15:07:42","2024-12-13 15:12:21","0","100","278","1","2024-12-13 15:12:22","R_17rlpufVQK3JHKW","anonymous","EN","1","1","1","2","","","","","","","","","","21","13","From what I can tell, the person is standing within the walls and would therefore be looking out the window rather than in the window.","","","","","","","","","","","","","2","72","10","2","","69","4","","11","Self-BackgroundAbsentCondition"
"2024-12-13 15:06:38","2024-12-13 15:12:26","0","100","347","1","2024-12-13 15:12:26","R_1jP9YTUAt0KeoIc","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","85","75","I think that AI is still too new to be 100% reliable ","","","","2","100","40","2","","45","3","","13","AI-BaselineCondition"
"2024-12-13 15:09:42","2024-12-13 15:12:28","0","100","165","1","2024-12-13 15:12:28","R_4qshBrdB9sz5l0f","anonymous","EN","0.8999999761581421","1","1","2","","","","","","","80","19","You simply cannot tell whether the placing is accurate of the person in the green box. It cannot be determined from that picture. Therefore, the AI could be a dud for all I know. However, I believe it can detect people, just not accurately, based on this info.","","","","","","","","","","","","","","","","2","84","26","1","","28","3","","12","AI-BackgroundAbsentCondition"
"2024-12-13 15:09:55","2024-12-13 15:12:29","0","100","153","1","2024-12-13 15:12:30","R_6QxCAp0CEzPzGIe","anonymous","EN","1","1","1","2","65","62","It is in the green box of what can be seen on the camera","","","","","","","","","","","","","","","","","","","","","","2","81","41","1","","51","4","","11","AI-BackgroundPresentCondition"
"2024-12-13 15:06:57","2024-12-13 15:12:35","0","100","338","1","2024-12-13 15:12:35","R_7yrVXt2vtJW3lDZ","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","100","100","it's easy to tell what this person is doing, he is expressing typical burglar behavior and is dressed as such and looing into windows","2","100","50","2","","36","3","","14","Self-BaselineCondition"
"2024-12-13 15:09:52","2024-12-13 15:12:37","0","100","164","1","2024-12-13 15:12:37","R_1QLhMUK4DYS3ZdX","anonymous","EN","1","1","1","2","","","","","","","","","","0","0","You can see where the person and the window are located but you don't know what direction the person is facing.","","","","","","","","","","","","","2","0","1","2","","43","6","","8","Self-BackgroundAbsentCondition"
"2024-12-13 15:09:35","2024-12-13 15:12:37","0","100","182","1","2024-12-13 15:12:37","R_6zeO1JrvsRq0BPz","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","88","69","I answered based on the fact that the person is looking into the window pretty obviously and that the AI can maybe detect that this behavior is suspicious.","","","","2","66","8","1","","18","3","","14","AI-BaselineCondition"
"2024-12-13 15:06:18","2024-12-13 15:12:39","0","100","381","1","2024-12-13 15:12:40","R_7hK14fRaprzrktS","anonymous","EN","1","1","1","2","","","","","","","","","","","","","90","81","The AI can easily detect the different objects and correctly label them, and should be able to detect the correct body posture of the person, which would indicate that the person is looking through the window.","","","","","","","","","","2","81","60","1","","58","4","","9","AI-BackgroundAdjacentCondition"
"2024-12-13 15:08:10","2024-12-13 15:12:40","0","100","270","1","2024-12-13 15:12:41","R_7lc6LSslq8QhKdd","anonymous","EN","1","1","1","2","","","","99","100","In addition to looking through the window, the person is also masked and has a firearm. ","","","","","","","","","","","","","","","","","","","2","45","45","2","","39","4","","12","Self-BackgroundPresentCondition"
"2024-12-13 15:10:23","2024-12-13 15:12:45","0","100","142","1","2024-12-13 15:12:46","R_3H05GMf3hcCNocG","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","100","100","I can see a person with a mask on and holding a gun, two very good signs the person means to do bad things.","","","","","","","2","69","15","1","","46","4","","14","Self-BackgroundAdjacentCondition"
"2024-12-13 15:09:00","2024-12-13 15:12:48","0","100","227","1","2024-12-13 15:12:48","R_1QTg2FBWVXZODAt","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","100","70","It is very clear to me that the person is looking out the window. They appear to also be wearing some clothes meant to disguise a person, which gives me an idea of what they're trying to do. But an image can only provide limited information so I cannot fully rely on it to interpret people's behaviors. ","","","","","","","2","30","5","2","","24","4","","12","Self-BackgroundAdjacentCondition"
"2024-12-13 15:09:56","2024-12-13 15:12:57","0","100","180","1","2024-12-13 15:12:57","R_7s7S41CtA99tiDa","anonymous","EN","1","1","1","2","","","","","","","","","","","","","50","50","It wasn't stated that the AI could properly interpret the event.","","","","","","","","","","2","69","0","1","","37","1","","13","AI-BackgroundAdjacentCondition"
"2024-12-13 15:07:21","2024-12-13 15:12:57","0","100","336","1","2024-12-13 15:12:57","R_7b28whvXL4XvDiy","anonymous","EN","1","1","1","2","","","","","","","","","","","","","60","60","Not sure that AI can detect that something is 3d yet and that it would still be a 2d object that is recognized as ""window"" and knows what a window does  which leads to my 60% bias that it could more than likely accurately guess what the person is doing but not fully esp. if he was positioned slightly differently it would be confusing the wall. Also it just seeing a person and can make assumptions with a mask on but it not highlighting the weapon is a huge concern so giving it 60% it would more than likely not still call the police or at least report this to the owners.","","","","","","","","","","2","61","57","1","","39","1","","15","AI-BackgroundAdjacentCondition"
"2024-12-13 15:10:45","2024-12-13 15:12:59","0","100","133","1","2024-12-13 15:12:59","R_7eUuklKwje9j4Zn","anonymous","EN","1","1","1","2","","","","","","","","","","","","","","","","","","","100","32","It accurately identified that the person was looking in the window but it didn't highlight the potential criminal activity or danger of the individual.","","","","2","68","41","2","","25","4","","11","AI-BaselineCondition"
"2024-12-13 15:10:22","2024-12-13 15:13:04","0","100","161","1","2024-12-13 15:13:04","R_3ys9vXNNyjkHGp2","anonymous","EN","1","1","1","2","","","","71","71","I moderately agree because the AI-generated box and label indicate the presence of a person near a window. However, the AI software may not show enough detail to determine gaze direction or intent definitively. ","","","","","","","","","","","","","","","","","","","2","61","60","2","","41","1","","11","Self-BackgroundPresentCondition"
